softbb hardbb softpo hardpo softbp1 hardbp1 softbp2 hardbp2
0.26207877150575853 0.002832720770835403 2.39956524692616 1.9087988798056132 2.4020850240339597 1.911145516681457 2.036455252045125 1.5877139629854897
0.32735688550840675 0.005265491939371218 2.376135914658238 1.8866355502109533 2.3736784069533634 1.884288042494115 2.0570887418036583 1.5882990249187432
0.393950971028335 0.008722193143156242 2.333984251968504 1.8467988576752474 2.342686044946844 1.854990341274952 2.0592601756773474 1.5902910098735492
0.46161752316764953 0.01332725377800938 2.3148740012292564 1.8288454964104008 2.3176627198206403 1.82425379967039 2.0584709505404795 1.5895820662090536
0.5299382349447678 0.01917539066097688 2.2886665475552377 1.8042163262861592 2.2902169165817443 1.7979605776736924 2.033619085390036 1.592223761690336
0.5975280757889453 0.026217507360606723 2.2585147320659353 1.775836799366211 2.260731799321011 1.7780229479258605 2.054717174828047 1.5861277185685816
0.664922506292224 0.03456792318634423 2.2317703987985986 1.7508459238275103 2.2295646727215783 1.7515033947623666 2.0492427360276566 1.591943728428503
0.7301764418718182 0.04398439178062576 2.210757231069223 1.7311594627881064 2.1918955933295736 1.7235153553411808 2.038896050508024 1.5821569734613214
0.7933841865923427 0.05444365234955147 2.184675938073996 1.7067816694834586 2.1687152719313016 1.7076782507325372 2.0529502771487995 1.5855360083196117
0.8567237918789563 0.06631499623210249 2.157659714822145 1.681634936249831 2.15058986814712 1.6730474732006126 2.0552074895152943 1.5784876140808346
0.9214663951120162 0.07998793155467437 2.132208573824675 1.657889168862644 2.107383757532152 1.6598850697790628 2.0572152778487545 1.5875510026912059
0.9800102511532547 0.09379694969269292 2.1032126417690886 1.630930152802652 2.1070854223819886 1.6203521019881622 2.055750550975431 1.5871810449574726
1.0372559555794376 0.10868829146068937 2.079889171092127 1.6093156615524835 2.0734689884562707 1.6034014982790041 2.0488332466048345 1.5800060692764557
1.0915823022122235 0.12418825693699218 2.05713772347498 1.5883209470320152 2.048786434892156 1.5806117606454118 2.0182867948821115 1.5867725556568155
1.1443551548412387 0.14063743903122725 2.0322229479642933 1.5653376484091293 1.9962865606876121 1.5708946615604669 2.0125899280575537 1.5843834187885635
1.1972479882056637 0.15848706585592084 2.013303957291755 1.5478640939910717 1.9925925925925925 1.5381183507378537 2.024698045824806 1.5824538545059719
1.2452443038515797 0.17603675550851536 1.98632555847569 1.5229966455460306 1.9683232341503119 1.516218333768608 2.0328377634279424 1.5781818181818181
1.2921986763821112 0.19448219808999165 1.96307373290266 1.5016425694612 1.966864860374313 1.4845224300612483 2.035068065655101 1.5680799724233023
1.335661739110255 0.21280893586972802 1.9418789500213252 1.4822490671986408 1.930538095590229 1.4782660332541568 2.0452215857702747 1.5849481943902546
1.378340874811463 0.23192299082158052 1.9159313633462245 1.458460688639293 1.9004977644927996 1.4503624330286793 2.026905829596412 1.582168133954773
1.4195595465034614 0.25161917728289407 1.8934904765379845 1.4379702697742704 1.8838244423018504 1.4306271333913394 2.039793076004775 1.5686324786324786
1.459160946637665 0.271730808731537 1.8711588957490597 1.4175836247459677 1.8361145027811696 1.4238296652089755 2.0409391338660354 1.5688983957219251
1.4971079517811774 0.29210630559256723 1.8493599696373737 1.3977762360330097 1.8173847872505904 1.400733608436497 2.019699629412912 1.5627530364372468
1.5323381692525078 0.3119984648663736 1.830673937924998 1.3807876481619723 1.7967121679142815 1.3809019863236731 2.019854721549637 1.5612175393784589
1.5688917880698703 0.3338289460345352 1.8093663009661047 1.3614713896457764 1.7945024974718844 1.3554940779804616 2.042660952566475 1.5454468301790716
1.6020939267125651 0.35461506792918895 1.7868126969976759 1.3410810516575036 1.7687560484190818 1.338454461821527 2.0417029511369136 1.5410591268331855
1.63290648040357 0.3748729285333936 1.7636498470475543 1.320171704913876 1.776694653557896 1.303631010794897 2.0410040237593408 1.5371803992132904
1.6623505339216063 0.39512526244336754 1.7432379576977464 1.3017922702692928 1.7367923717893654 1.2846721431408208 2.0175869894099847 1.5483412124001172
1.6922593242214647 0.4164932766063166 1.724717617720405 1.285098088758144 1.701776380844752 1.2772641594111838 2.0142442132883516 1.5412924151696608
1.7236072637734687 0.43998295229687356 1.7047357741004316 1.2671871337648521 1.682895122308481 1.2622450810358232 2.0166852057842046 1.5426205754502171
1.7477750026383367 0.45882282155803916 1.6868295673009948 1.2511194633769132 1.66422984413174 1.2366100752867466 2.018446781036709 1.5309906264194573
1.7738097397297543 0.4798430253300036 1.6662133122976908 1.2326956709878658 1.610998239198158 1.2206168156656705 2.008218427540864 1.53208041600131
1.799678708857922 0.5015345306098474 1.6470151430768825 1.2155205047318614 1.604286408159961 1.2184069679011635 2.0091817445314613 1.5198232527971463
1.8229646697388633 0.5217454545454545 1.6271606212269747 1.197836027796781 1.583158908238446 1.2011426650983028 2.025615674995506 1.5040170322165982
1.8463574066394137 0.5427895776556936 1.6083805209513025 1.181161638901396 1.5953354799408233 1.186906943926295 2.044516244839347 1.4925545010522974
1.8690792543156787 0.5639002073057402 1.588152985074627 1.1631816540267246 1.5415422720537826 1.1414907426385188 2.021023926812104 1.4937729806665876
1.8904075339611637 0.5843221964841474 1.5718976177922637 1.1487804438355178 1.5428328312213968 1.135011649919907 2.022458217270195 1.4867668937436378
1.9101527403414194 0.6038286183558463 1.553925474572299 1.1329031558399307 1.5448235693830996 1.1013461877608606 2.0351423872587207 1.4814354512971883
1.9283977125829848 0.6223228646406501 1.5349747156945748 1.1161639962299716 1.501836287003032 1.1034933139836218 2.046783625730994 1.46656482719114
1.9487225499652319 0.6434947102921601 1.5178731009830206 1.1011134080441012 1.4819313850063534 1.086690925129562 2.0489837571222043 1.4595808948461393
1.9673308244637868 0.6634723313503199 1.4992688622623804 1.0847799978163555 1.4574100267169576 1.0481102051246312 2.0365365365365364 1.4585190456571406
1.9872349478760372 0.6854236720570384 1.4820819112627985 1.0697050938337802 1.4180876898033252 1.0347350985191228 2.034457236842105 1.4543168792752819
2.0012804097311134 0.701282552810998 1.465518320021688 1.0551840076015058 1.401336045744447 1.0188952722289568 2.021999352960207 1.4501154142087713
2.017719892247238 0.7202969951570809 1.4486954749286587 1.0405143045532803 1.376385746606335 1.011700379624908 2.0473650177820883 1.444933126644796
2.0353509793005715 0.741169585754295 1.432154392120898 1.0260673083988536 1.3559950198338013 0.9846717066492052 2.0520185096537418 1.4346051464063887
2.0509298776544838 0.7600679788819703 1.4158933166965608 1.0119161632532783 1.3748607556826735 1.0086834822990554 2.0652500197487953 1.4225563909774437
2.064795044154475 0.7772611473835145 1.399732773430044 0.9978921287650463 1.354918285538082 0.9920342930435077 2.069137729223566 1.4168706263573374
2.0799816568206957 0.7964411719588894 1.3863112742802555 0.9862493282185283 1.3155018061881578 0.9464311104791695 2.06941230911615 1.4109686609686611
2.093849796277943 0.8143365673204439 1.371379335631004 0.9733298664636071 1.2544637283056561 0.9449513148815455 2.070119400714883 1.405375552282769
2.1041602465331275 0.8279092564066657 1.3553476657371595 0.9594920611172411 1.2853102699858596 0.9284427902509305 2.077571288842073 1.3999669966996697
